study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	sd	se	unit	comments
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	0.0	hr	0.0	NA	NA	NA	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	0.25	hr	19.302622734402	41.3212380323739	22.0186152979719	3.89237804738345	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	0.5	hr	97.3142860603272	145.945995046417	48.63170898609	8.59695280118874	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	1.0	hr	170.789605953989	226.757219937868	55.9676139838797	9.89376984370809	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	2.0	hr	220.484094638867	289.303167749632	68.8190731107652	12.1656083178987	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	3.0	hr	227.069695336486	283.022775580895	55.953080244409	9.89120061727417	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	4.0	hr	220.796570037485	273.087147935301	52.2905778978157	9.24375555592722	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	5.0	hr	188.838693659051	242.061247600419	53.2225539413685	9.40850720100211	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	6.0	hr	151.372530021256	193.58214287877	42.2096128575149	7.46167587070191	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	9.0	hr	100.453573785979	127.976842908444	27.5232691224649	4.86547255922931	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	12.0	hr	66.0558458939158	86.2359431488558	20.1800972549399	3.56737090349302	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	24.0	hr	27.523269122465	34.8591741202547	7.33590499778973	1.29681704251935	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	36.0	hr	8.43298418882445	13.3330344310357	4.90005024221125	0.866214688605589	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	48.0	hr	5.68872313762857	7.81211318872204	2.12339005109347	0.37536587605806	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	60.0	hr	2.89527775428916	4.26663800131406	1.3713602470249	0.242424532530242	ng/ml	NA
Song2016	NA	crushed	32.0	API10_tablet	concentration	apixaban	plasma	HPLC MS/MS	API10_tablet_crushed_apixaban	72.0	hr	2.32977179772902	3.43327781655993	1.10350601883091	0.195074147248876	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	0.0	hr	0.0	NA	NA	NA	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	0.25	hr	44.987373813835	69.7655828937887	24.7782090799537	4.31333255541854	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	0.5	hr	129.428400138071	189.983225642361	60.5548255042905	10.5412420805932	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	1.0	hr	199.233950815403	270.79808396868	71.5641331532765	12.4577165498238	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	2.0	hr	239.761283329195	315.898094263412	76.1368109342167	13.2537175793706	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	3.0	hr	230.743097987683	298.626561620027	67.8834636323448	11.8169942272725	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	4.0	hr	221.714012341567	285.010264453501	63.2962521119339	11.0184631984264	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	5.0	hr	180.578079487443	233.789733124209	53.2116536367655	9.26295993461462	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	6.0	hr	147.699127370059	187.160046750195	39.460919380136	6.86926434755084	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	9.0	hr	98.6150557429466	128.894285212526	30.2792294695791	5.27093729020902	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	12.0	hr	66.0558458939158	84.4046919755592	18.3488460816433	3.19412411538436	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	24.0	hr	28.4407114265471	33.9453652510401	5.50465382449306	0.958237234615319	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	36.0	hr	7.5868828178719	11.5807054426739	3.99382262480196	0.695235280828358	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	48.0	hr	4.76996115832772	7.0297568035609	2.25979564523319	0.393379928861087	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	60.0	hr	3.21838531335783	4.91224232046015	1.69385700710233	0.294862657320507	ng/ml	NA
Song2016	NA	crushed	33.0	API10_suspension	concentration	apixaban	plasma	HPLC MS/MS	API10_suspension_crushed_apixaban	72.0	hr	2.24909299971295	3.31415703676816	1.06506403705522	0.185403851013284	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	0.0	hr	0.0	NA	NA	NA	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	0.25	hr	22.9687585158631	42.2459472061914	19.2771886903283	3.40775771128595	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	0.5	hr	88.1398630195056	115.677665881441	27.5378028619355	4.86804178566323	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	1.0	hr	145.104854874556	167.134370477131	22.0295156025749	3.89430496720888	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	2.0	hr	178.29264895569	214.983074249242	36.6904252935513	6.48601213242214	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	3.0	hr	177.524177481182	218.809081164879	41.2849036836974	7.29820883884398	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	4.0	hr	162.994071445441	204.278975129138	41.2849036836974	7.29820883884398	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	5.0	hr	137.451024325847	175.990867967033	38.5398436411862	6.812946196138	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	6.0	hr	114.678471292837	143.119182719384	28.4407114265471	5.0276549778703	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	9.0	hr	76.6073407495777	93.1140353533214	16.5066946037437	2.91799892232063	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	12.0	hr	54.1254625059801	67.8907305020802	13.7652679961001	2.43337858622313	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	24.0	hr	22.9324241671865	30.2719625998438	7.33953843265738	1.29745934912783	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	36.0	hr	8.14207512284052	11.1789020534415	3.03682693060098	0.53684022897947	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	48.0	hr	5.30191489642216	8.09401827162356	2.7921033752014	0.493578807594689	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	60.0	hr	3.21794227153763	4.57791624198639	1.35997397044876	0.240411704185378	ng/ml	NA
Song2016	NA	crushed	32.0	API10_syrup	concentration	apixaban	plasma	HPLC MS/MS	API10_syrup_crushed_apixaban	72.0	hr	2.4999154674034	3.43327781655993	0.933362349156528	0.164996711598197	ng/ml	NA
